Year,Month,hb19_code,Specialty,Total waiting < 18 weeks,Total waiting > 18 weeks
2016,May,S08000020,All Specialties,5728,1418
2016,Jun,S08000020,All Specialties,5641,1372
2016,Jul,S08000020,All Specialties,4180,1376
2016,Aug,S08000020,All Specialties,5671,1795
2016,Sep,S08000020,All Specialties,5337,1814
2016,Oct,S08000020,All Specialties,4720,1905
2016,Nov,S08000020,All Specialties,5705,2151
2016,Dec,S08000020,All Specialties,5273,1542
2017,Jan,S08000020,All Specialties,5149,1688
2017,Feb,S08000020,All Specialties,5220,1693
2017,Mar,S08000020,All Specialties,5656,1936
2017,Apr,S08000020,All Specialties,4017,1551
2017,May,S08000020,All Specialties,5124,1999
2017,Jun,S08000020,All Specialties,4857,1660
2017,Jul,S08000020,All Specialties,3949,1581
2017,Aug,S08000020,All Specialties,5044,2279
2017,Sep,S08000020,All Specialties,4176,2095
2017,Oct,S08000020,All Specialties,3986,2103
2017,Nov,S08000020,All Specialties,5028,2937
2017,Dec,S08000020,All Specialties,4226,2032
2018,Jan,S08000020,All Specialties,4845,2564
2018,Feb,S08000020,All Specialties,4455,2292
2018,Mar,S08000020,All Specialties,4722,2487
2018,Apr,S08000020,All Specialties,4404,2251
2018,May,S08000020,All Specialties,5256,2397
2018,Jun,S08000020,All Specialties,4549,2253
2018,Jul,S08000020,All Specialties,4305,1892
2018,Aug,S08000020,All Specialties,4630,2413
2018,Sep,S08000020,All Specialties,4077,2252
2018,Oct,S08000020,All Specialties,4836,2645
2018,Nov,S08000020,All Specialties,4607,2685
2018,Dec,S08000020,All Specialties,4025,2091
2019,Jan,S08000020,All Specialties,4444,2653
2019,Feb,S08000020,All Specialties,4345,2684
2019,Mar,S08000020,All Specialties,4676,2908
2019,Apr,S08000020,All Specialties,4820,2665
2019,May,S08000020,All Specialties,5093,2641
2019,Jun,S08000020,All Specialties,4981,2065
2019,Jul,S08000020,All Specialties,5009,1972
2019,Aug,S08000020,All Specialties,5191,2545
2019,Sep,S08000020,All Specialties,5362,2836
2019,Oct,S08000020,All Specialties,5367,2371
2019,Nov,S08000020,All Specialties,5265,2502
2019,Dec,S08000020,All Specialties,4975,1696
2020,Jan,S08000020,All Specialties,5856,2198
2020,Feb,S08000020,All Specialties,5264,2125
2020,Mar,S08000020,All Specialties,NA,NA
2020,Apr,S08000020,All Specialties,NA,NA
2020,May,S08000020,All Specialties,NA,NA
2020,Jun,S08000020,All Specialties,NA,NA
2020,Jul,S08000020,All Specialties,NA,NA
2020,Aug,S08000020,All Specialties,NA,NA
2020,Sep,S08000020,All Specialties,NA,NA
2020,Oct,S08000020,All Specialties,NA,NA
2020,Nov,S08000020,All Specialties,NA,NA
2020,Dec,S08000020,All Specialties,NA,NA
2021,Jan,S08000020,All Specialties,NA,NA
2021,Feb,S08000020,All Specialties,NA,NA
2021,Mar,S08000020,All Specialties,NA,NA
2021,Apr,S08000020,All Specialties,NA,NA
2021,May,S08000020,All Specialties,NA,NA
2021,Jun,S08000020,All Specialties,NA,NA
2021,Jul,S08000020,All Specialties,NA,NA
2021,Aug,S08000020,All Specialties,NA,NA
2021,Sep,S08000020,All Specialties,NA,NA
2011,Jan,S08000022,All Specialties,2760,386
2011,Feb,S08000022,All Specialties,2684,458
2011,Mar,S08000022,All Specialties,2899,514
2011,Apr,S08000022,All Specialties,2395,400
2011,May,S08000022,All Specialties,2558,465
2011,Jun,S08000022,All Specialties,5284,278
2011,Jul,S08000022,All Specialties,4387,144
2011,Aug,S08000022,All Specialties,5084,252
2011,Sep,S08000022,All Specialties,5662,412
2011,Oct,S08000022,All Specialties,5185,410
2011,Nov,S08000022,All Specialties,6158,520
2011,Dec,S08000022,All Specialties,5042,346
2012,Jan,S08000022,All Specialties,5379,420
2012,Feb,S08000022,All Specialties,5525,486
2012,Mar,S08000022,All Specialties,5685,303
2012,Apr,S08000022,All Specialties,5147,260
2012,May,S08000022,All Specialties,6165,350
2012,Jun,S08000022,All Specialties,5881,277
2012,Jul,S08000022,All Specialties,5874,271
2012,Aug,S08000022,All Specialties,6714,304
2012,Sep,S08000022,All Specialties,5708,354
2012,Oct,S08000022,All Specialties,6233,364
2012,Nov,S08000022,All Specialties,6503,438
2012,Dec,S08000022,All Specialties,5375,360
2013,Jan,S08000022,All Specialties,6101,467
2013,Feb,S08000022,All Specialties,5906,454
2013,Mar,S08000022,All Specialties,5780,510
2013,Apr,S08000022,All Specialties,6293,585
2013,May,S08000022,All Specialties,6913,565
2013,Jun,S08000022,All Specialties,6299,507
2013,Jul,S08000022,All Specialties,6549,493
2013,Aug,S08000022,All Specialties,6500,460
2013,Sep,S08000022,All Specialties,6140,547
2013,Oct,S08000022,All Specialties,6261,581
2013,Nov,S08000022,All Specialties,6301,577
2013,Dec,S08000022,All Specialties,5622,540
2014,Jan,S08000022,All Specialties,6100,659
2014,Feb,S08000022,All Specialties,5961,602
2014,Mar,S08000022,All Specialties,5292,1085
2014,Apr,S08000022,All Specialties,5227,1103
2014,May,S08000022,All Specialties,5121,1229
2014,Jun,S08000022,All Specialties,5066,1365
2014,Jul,S08000022,All Specialties,4660,1460
2014,Aug,S08000022,All Specialties,4349,1217
2014,Sep,S08000022,All Specialties,4573,1298
2014,Oct,S08000022,All Specialties,4228,1363
2014,Nov,S08000022,All Specialties,4347,1413
2014,Dec,S08000022,All Specialties,4221,1210
2015,Jan,S08000022,All Specialties,3961,1368
2015,Feb,S08000022,All Specialties,4022,1402
2015,Mar,S08000022,All Specialties,4500,1429
2015,Apr,S08000022,All Specialties,4336,1206
2015,May,S08000022,All Specialties,4500,1285
2015,Jun,S08000022,All Specialties,4932,1366
2015,Jul,S08000022,All Specialties,4973,1110
2015,Aug,S08000022,All Specialties,4639,1082
2015,Sep,S08000022,All Specialties,4911,1143
2015,Oct,S08000022,All Specialties,4515,963
2015,Nov,S08000022,All Specialties,4701,1194
2015,Dec,S08000022,All Specialties,4254,1178
2016,Jan,S08000022,All Specialties,4166,1218
2016,Feb,S08000022,All Specialties,4577,1289
2016,Mar,S08000022,All Specialties,4667,1265
2016,Apr,S08000022,All Specialties,4592,1302
2016,May,S08000022,All Specialties,5412,1350
2016,Jun,S08000022,All Specialties,6282,1214
2016,Jul,S08000022,All Specialties,5352,1044
2016,Aug,S08000022,All Specialties,6149,1344
2016,Sep,S08000022,All Specialties,6017,1526
2016,Oct,S08000022,All Specialties,5896,1447
2016,Nov,S08000022,All Specialties,6641,1676
2016,Dec,S08000022,All Specialties,5367,1567
2017,Jan,S08000022,All Specialties,6000,1782
2017,Feb,S08000022,All Specialties,5678,1571
2017,Mar,S08000022,All Specialties,6329,1769
2017,Apr,S08000022,All Specialties,5243,1528
2017,May,S08000022,All Specialties,6829,1713
2017,Jun,S08000022,All Specialties,6545,1436
2017,Jul,S08000022,All Specialties,5717,1720
2017,Aug,S08000022,All Specialties,6277,1834
2017,Sep,S08000022,All Specialties,5856,1981
2017,Oct,S08000022,All Specialties,5948,1721
2017,Nov,S08000022,All Specialties,6413,1675
2017,Dec,S08000022,All Specialties,4784,1459
2018,Jan,S08000022,All Specialties,5905,1563
2018,Feb,S08000022,All Specialties,5690,1305
2018,Mar,S08000022,All Specialties,6144,1379
2018,Apr,S08000022,All Specialties,5898,1499
2018,May,S08000022,All Specialties,6870,1501
2018,Jun,S08000022,All Specialties,6312,1328
2018,Jul,S08000022,All Specialties,6100,1188
2018,Aug,S08000022,All Specialties,6291,1420
2018,Sep,S08000022,All Specialties,5787,1538
2018,Oct,S08000022,All Specialties,6011,1501
2018,Nov,S08000022,All Specialties,6786,1700
2018,Dec,S08000022,All Specialties,5191,1337
2019,Jan,S08000022,All Specialties,6104,1501
2019,Feb,S08000022,All Specialties,5765,1464
2019,Mar,S08000022,All Specialties,6423,1575
2019,Apr,S08000022,All Specialties,5696,1405
2019,May,S08000022,All Specialties,6288,1533
2019,Jun,S08000022,All Specialties,5654,1468
2019,Jul,S08000022,All Specialties,6354,1572
2019,Aug,S08000022,All Specialties,5801,1534
2019,Sep,S08000022,All Specialties,6274,1791
2019,Oct,S08000022,All Specialties,6058,1759
2019,Nov,S08000022,All Specialties,5975,1591
2019,Dec,S08000022,All Specialties,5038,1546
2020,Jan,S08000022,All Specialties,5994,1685
2020,Feb,S08000022,All Specialties,5273,1507
2020,Mar,S08000022,All Specialties,3972,1199
2020,Apr,S08000022,All Specialties,2471,949
2020,May,S08000022,All Specialties,2301,855
2020,Jun,S08000022,All Specialties,2438,1352
2020,Jul,S08000022,All Specialties,2491,1780
2020,Aug,S08000022,All Specialties,2599,1789
2020,Sep,S08000022,All Specialties,3335,1933
2020,Oct,S08000022,All Specialties,3412,1664
2020,Nov,S08000022,All Specialties,3866,1603
2020,Dec,S08000022,All Specialties,3630,1341
2021,Jan,S08000022,All Specialties,3177,1263
2021,Feb,S08000022,All Specialties,3394,1286
2021,Mar,S08000022,All Specialties,4078,1380
2021,Apr,S08000022,All Specialties,4138,1436
2021,May,S08000022,All Specialties,4223,1590
2021,Jun,S08000022,All Specialties,4357,1664
2021,Jul,S08000022,All Specialties,3972,1567
2021,Aug,S08000022,All Specialties,4293,1495
2021,Sep,S08000022,All Specialties,4349,1619
2021,Oct,S08000022,All Specialties,3915,1395
2021,Nov,S08000022,All Specialties,4524,2352
2021,Dec,S08000022,All Specialties,3620,1639
2022,Jan,S08000022,All Specialties,3700,1754
2022,Feb,S08000022,All Specialties,3677,1956
2022,Mar,S08000022,All Specialties,4128,1907
2011,Jan,S08000024,All Specialties,9654,2696
2011,Feb,S08000024,All Specialties,9323,1931
2011,Mar,S08000024,All Specialties,11801,2238
2011,Apr,S08000024,All Specialties,8973,1438
2011,May,S08000024,All Specialties,11634,1631
2011,Jun,S08000024,All Specialties,12083,1372
2011,Jul,S08000024,All Specialties,9391,893
2011,Aug,S08000024,All Specialties,10827,1097
2011,Sep,S08000024,All Specialties,9509,988
2011,Oct,S08000024,All Specialties,11545,1556
2011,Nov,S08000024,All Specialties,13532,1910
2011,Dec,S08000024,All Specialties,12444,1458
2012,Jan,S08000024,All Specialties,12969,1822
2012,Feb,S08000024,All Specialties,13050,2086
2012,Mar,S08000024,All Specialties,13468,2324
2012,Apr,S08000024,All Specialties,11907,1763
2012,May,S08000024,All Specialties,14195,2072
2012,Jun,S08000024,All Specialties,13043,1609
2012,Jul,S08000024,All Specialties,12385,1847
2012,Aug,S08000024,All Specialties,14439,2040
2012,Sep,S08000024,All Specialties,12426,1846
2012,Oct,S08000024,All Specialties,14582,1907
2012,Nov,S08000024,All Specialties,14131,2222
2012,Dec,S08000024,All Specialties,11506,1633
2013,Jan,S08000024,All Specialties,13353,1805
2013,Feb,S08000024,All Specialties,12472,1765
2013,Mar,S08000024,All Specialties,12014,1420
2013,Apr,S08000024,All Specialties,13583,2190
2013,May,S08000024,All Specialties,14103,2384
2013,Jun,S08000024,All Specialties,12093,1416
2013,Jul,S08000024,All Specialties,12710,1659
2013,Aug,S08000024,All Specialties,13094,1725
2013,Sep,S08000024,All Specialties,13335,1660
2013,Oct,S08000024,All Specialties,13284,2080
2013,Nov,S08000024,All Specialties,13048,2382
2013,Dec,S08000024,All Specialties,10857,1594
2014,Jan,S08000024,All Specialties,12760,2174
2014,Feb,S08000024,All Specialties,11861,2135
2014,Mar,S08000024,All Specialties,12797,2217
2014,Apr,S08000024,All Specialties,12552,2044
2014,May,S08000024,All Specialties,12742,2003
2014,Jun,S08000024,All Specialties,13178,2164
2014,Jul,S08000024,All Specialties,12947,2090
2014,Aug,S08000024,All Specialties,12573,2044
2014,Sep,S08000024,All Specialties,13415,2163
2014,Oct,S08000024,All Specialties,13877,2014
2014,Nov,S08000024,All Specialties,13042,2137
2014,Dec,S08000024,All Specialties,11811,1873
2015,Jan,S08000024,All Specialties,12044,2103
2015,Feb,S08000024,All Specialties,12191,2027
2015,Mar,S08000024,All Specialties,13626,1861
2015,Apr,S08000024,All Specialties,12446,2001
2015,May,S08000024,All Specialties,12417,1849
2015,Jun,S08000024,All Specialties,13795,2265
2015,Jul,S08000024,All Specialties,13297,1941
2015,Aug,S08000024,All Specialties,12631,2201
2015,Sep,S08000024,All Specialties,13820,2449
2015,Oct,S08000024,All Specialties,13642,2604
2015,Nov,S08000024,All Specialties,13000,2749
2015,Dec,S08000024,All Specialties,13133,2720
2016,Jan,S08000024,All Specialties,11931,2443
2016,Feb,S08000024,All Specialties,12396,2647
2016,Mar,S08000024,All Specialties,12791,2609
2016,Apr,S08000024,All Specialties,13157,2688
2016,May,S08000024,All Specialties,13067,2703
2016,Jun,S08000024,All Specialties,13303,3061
2016,Jul,S08000024,All Specialties,11213,2197
2016,Aug,S08000024,All Specialties,13080,2632
2016,Sep,S08000024,All Specialties,11498,2691
2016,Oct,S08000024,All Specialties,11307,2785
2016,Nov,S08000024,All Specialties,12485,3146
2016,Dec,S08000024,All Specialties,10409,2614
2017,Jan,S08000024,All Specialties,11030,2888
2017,Feb,S08000024,All Specialties,10578,2763
2017,Mar,S08000024,All Specialties,12279,3252
2017,Apr,S08000024,All Specialties,9935,2674
2017,May,S08000024,All Specialties,12539,2935
2017,Jun,S08000024,All Specialties,11948,2785
2017,Jul,S08000024,All Specialties,10033,2404
2017,Aug,S08000024,All Specialties,11791,3058
2017,Sep,S08000024,All Specialties,10058,2746
2017,Oct,S08000024,All Specialties,11202,3096
2017,Nov,S08000024,All Specialties,11618,3629
2017,Dec,S08000024,All Specialties,9243,2662
2018,Jan,S08000024,All Specialties,10920,3594
2018,Feb,S08000024,All Specialties,9403,3216
2018,Mar,S08000024,All Specialties,8838,3009
2018,Apr,S08000024,All Specialties,9006,3590
2018,May,S08000024,All Specialties,10598,3723
2018,Jun,S08000024,All Specialties,10260,3417
2018,Jul,S08000024,All Specialties,9754,3458
2018,Aug,S08000024,All Specialties,10271,3740
2018,Sep,S08000024,All Specialties,8470,3586
2018,Oct,S08000024,All Specialties,9752,4201
2018,Nov,S08000024,All Specialties,10513,4345
2018,Dec,S08000024,All Specialties,8162,3158
2019,Jan,S08000024,All Specialties,9643,4062
2019,Feb,S08000024,All Specialties,8795,3547
2019,Mar,S08000024,All Specialties,9484,3884
2019,Apr,S08000024,All Specialties,9031,3276
2019,May,S08000024,All Specialties,10373,3471
2019,Jun,S08000024,All Specialties,9417,3469
2019,Jul,S08000024,All Specialties,9664,3551
2019,Aug,S08000024,All Specialties,9168,3327
2019,Sep,S08000024,All Specialties,8719,3481
2019,Oct,S08000024,All Specialties,9512,3426
2019,Nov,S08000024,All Specialties,8791,3520
2019,Dec,S08000024,All Specialties,8189,2877
2020,Jan,S08000024,All Specialties,8653,3760
2020,Feb,S08000024,All Specialties,8316,3395
2020,Mar,S08000024,All Specialties,7636,2362
2020,Apr,S08000024,All Specialties,3521,935
2020,May,S08000024,All Specialties,3773,1217
2020,Jun,S08000024,All Specialties,5116,1435
2020,Jul,S08000024,All Specialties,5566,1884
2020,Aug,S08000024,All Specialties,5123,1809
2020,Sep,S08000024,All Specialties,5816,1914
2020,Oct,S08000024,All Specialties,5997,2110
2020,Nov,S08000024,All Specialties,6867,2402
2020,Dec,S08000024,All Specialties,6327,2091
2021,Jan,S08000024,All Specialties,6636,1968
2021,Feb,S08000024,All Specialties,6135,1984
2021,Mar,S08000024,All Specialties,7078,1557
2021,Apr,S08000024,All Specialties,6679,1641
2021,May,S08000024,All Specialties,7011,1618
2021,Jun,S08000024,All Specialties,7329,1657
2021,Jul,S08000024,All Specialties,6645,1471
2021,Aug,S08000024,All Specialties,7268,1783
2021,Sep,S08000024,All Specialties,6995,1812
2021,Oct,S08000024,All Specialties,6894,1722
2021,Nov,S08000024,All Specialties,8047,2392
2021,Dec,S08000024,All Specialties,6702,1974
2022,Jan,S08000024,All Specialties,6714,2022
2022,Feb,S08000024,All Specialties,6605,2110
2022,Mar,S08000024,All Specialties,7567,2584
2011,Jan,S08000025,All Specialties,185,2
2011,Feb,S08000025,All Specialties,195,1
2011,Mar,S08000025,All Specialties,225,3
2011,Apr,S08000025,All Specialties,177,5
2011,May,S08000025,All Specialties,241,2
2011,Jun,S08000025,All Specialties,326,5
2011,Jul,S08000025,All Specialties,278,3
2011,Aug,S08000025,All Specialties,193,1
2011,Sep,S08000025,All Specialties,265,3
2011,Oct,S08000025,All Specialties,195,11
2011,Nov,S08000025,All Specialties,222,2
2011,Dec,S08000025,All Specialties,203,10
2012,Jan,S08000025,All Specialties,185,6
2012,Feb,S08000025,All Specialties,210,4
2012,Mar,S08000025,All Specialties,281,2
2012,Apr,S08000025,All Specialties,166,5
2012,May,S08000025,All Specialties,270,9
2012,Jun,S08000025,All Specialties,248,13
2012,Jul,S08000025,All Specialties,248,13
2012,Aug,S08000025,All Specialties,214,3
2012,Sep,S08000025,All Specialties,240,6
2012,Oct,S08000025,All Specialties,219,5
2012,Nov,S08000025,All Specialties,282,4
2012,Dec,S08000025,All Specialties,197,2
2013,Jan,S08000025,All Specialties,210,4
2013,Feb,S08000025,All Specialties,144,2
2013,Mar,S08000025,All Specialties,281,8
2013,Apr,S08000025,All Specialties,154,3
2013,May,S08000025,All Specialties,177,5
2013,Jun,S08000025,All Specialties,237,9
2013,Jul,S08000025,All Specialties,259,5
2013,Aug,S08000025,All Specialties,249,11
2013,Sep,S08000025,All Specialties,328,15
2013,Oct,S08000025,All Specialties,304,13
2013,Nov,S08000025,All Specialties,342,9
2013,Dec,S08000025,All Specialties,200,4
2014,Jan,S08000025,All Specialties,272,15
2014,Feb,S08000025,All Specialties,334,27
2014,Mar,S08000025,All Specialties,329,9
2014,Apr,S08000025,All Specialties,223,9
2014,May,S08000025,All Specialties,344,20
2014,Jun,S08000025,All Specialties,267,16
2014,Jul,S08000025,All Specialties,406,22
2014,Aug,S08000025,All Specialties,459,32
2014,Sep,S08000025,All Specialties,453,49
2014,Oct,S08000025,All Specialties,390,30
2014,Nov,S08000025,All Specialties,516,32
2014,Dec,S08000025,All Specialties,362,8
2015,Jan,S08000025,All Specialties,401,22
2015,Feb,S08000025,All Specialties,389,45
2015,Mar,S08000025,All Specialties,532,19
2015,Apr,S08000025,All Specialties,465,19
2015,May,S08000025,All Specialties,424,14
2015,Jun,S08000025,All Specialties,372,20
2015,Jul,S08000025,All Specialties,400,25
2015,Aug,S08000025,All Specialties,362,26
2015,Sep,S08000025,All Specialties,414,18
2015,Oct,S08000025,All Specialties,400,23
2015,Nov,S08000025,All Specialties,441,28
2015,Dec,S08000025,All Specialties,396,25
2016,Jan,S08000025,All Specialties,398,29
2016,Feb,S08000025,All Specialties,417,31
2016,Mar,S08000025,All Specialties,547,34
2016,Apr,S08000025,All Specialties,481,60
2016,May,S08000025,All Specialties,750,42
2016,Jun,S08000025,All Specialties,716,61
2016,Jul,S08000025,All Specialties,656,39
2016,Aug,S08000025,All Specialties,693,45
2016,Sep,S08000025,All Specialties,924,38
2016,Oct,S08000025,All Specialties,619,36
2016,Nov,S08000025,All Specialties,934,45
2016,Dec,S08000025,All Specialties,511,34
2017,Jan,S08000025,All Specialties,759,29
2017,Feb,S08000025,All Specialties,610,87
2017,Mar,S08000025,All Specialties,747,45
2017,Apr,S08000025,All Specialties,625,17
2017,May,S08000025,All Specialties,794,16
2017,Jun,S08000025,All Specialties,679,18
2017,Jul,S08000025,All Specialties,740,8
2017,Aug,S08000025,All Specialties,691,2
2017,Sep,S08000025,All Specialties,612,16
2017,Oct,S08000025,All Specialties,809,15
2017,Nov,S08000025,All Specialties,851,41
2017,Dec,S08000025,All Specialties,564,20
2018,Jan,S08000025,All Specialties,753,17
2018,Feb,S08000025,All Specialties,729,57
2018,Mar,S08000025,All Specialties,958,11
2018,Apr,S08000025,All Specialties,765,35
2018,May,S08000025,All Specialties,974,65
2018,Jun,S08000025,All Specialties,766,64
2018,Jul,S08000025,All Specialties,933,49
2018,Aug,S08000025,All Specialties,815,47
2018,Sep,S08000025,All Specialties,847,89
2018,Oct,S08000025,All Specialties,960,39
2018,Nov,S08000025,All Specialties,789,47
2018,Dec,S08000025,All Specialties,628,36
2019,Jan,S08000025,All Specialties,740,46
2019,Feb,S08000025,All Specialties,696,127
2019,Mar,S08000025,All Specialties,732,74
2019,Apr,S08000025,All Specialties,751,59
2019,May,S08000025,All Specialties,873,38
2019,Jun,S08000025,All Specialties,527,29
2019,Jul,S08000025,All Specialties,885,55
2019,Aug,S08000025,All Specialties,838,79
2019,Sep,S08000025,All Specialties,903,76
2019,Oct,S08000025,All Specialties,846,80
2019,Nov,S08000025,All Specialties,995,55
2019,Dec,S08000025,All Specialties,772,22
2020,Jan,S08000025,All Specialties,911,30
2020,Feb,S08000025,All Specialties,797,64
2020,Mar,S08000025,All Specialties,645,23
2020,Apr,S08000025,All Specialties,199,7
2020,May,S08000025,All Specialties,284,67
2020,Jun,S08000025,All Specialties,389,22
2020,Jul,S08000025,All Specialties,430,39
2020,Aug,S08000025,All Specialties,403,98
2020,Sep,S08000025,All Specialties,519,66
2020,Oct,S08000025,All Specialties,561,66
2020,Nov,S08000025,All Specialties,519,59
2020,Dec,S08000025,All Specialties,579,39
2021,Jan,S08000025,All Specialties,539,59
2021,Feb,S08000025,All Specialties,630,71
2021,Mar,S08000025,All Specialties,760,78
2021,Apr,S08000025,All Specialties,676,59
2021,May,S08000025,All Specialties,750,52
2021,Jun,S08000025,All Specialties,828,45
2021,Jul,S08000025,All Specialties,791,93
2021,Aug,S08000025,All Specialties,741,64
2021,Sep,S08000025,All Specialties,702,79
2021,Oct,S08000025,All Specialties,607,45
2021,Nov,S08000025,All Specialties,650,148
2021,Dec,S08000025,All Specialties,567,54
2022,Jan,S08000025,All Specialties,662,127
2022,Feb,S08000025,All Specialties,580,52
2022,Mar,S08000025,All Specialties,786,103
2011,Jan,S08000026,All Specialties,1651,18
2011,Feb,S08000026,All Specialties,1453,21
2011,Mar,S08000026,All Specialties,1758,26
2011,Apr,S08000026,All Specialties,1501,16
2011,May,S08000026,All Specialties,1683,24
2011,Jun,S08000026,All Specialties,332,21
2011,Jul,S08000026,All Specialties,390,12
2011,Aug,S08000026,All Specialties,461,33
2011,Sep,S08000026,All Specialties,409,19
2011,Oct,S08000026,All Specialties,332,15
2011,Nov,S08000026,All Specialties,483,15
2011,Dec,S08000026,All Specialties,447,3
2012,Jan,S08000026,All Specialties,433,7
2012,Feb,S08000026,All Specialties,462,10
2012,Mar,S08000026,All Specialties,523,7
2012,Apr,S08000026,All Specialties,596,12
2012,May,S08000026,All Specialties,519,7
2012,Jun,S08000026,All Specialties,518,9
2012,Jul,S08000026,All Specialties,410,6
2012,Aug,S08000026,All Specialties,603,9
2012,Sep,S08000026,All Specialties,480,7
2012,Oct,S08000026,All Specialties,571,10
2012,Nov,S08000026,All Specialties,571,14
2012,Dec,S08000026,All Specialties,442,12
2013,Jan,S08000026,All Specialties,490,17
2013,Feb,S08000026,All Specialties,549,21
2013,Mar,S08000026,All Specialties,360,14
2013,Apr,S08000026,All Specialties,466,13
2013,May,S08000026,All Specialties,620,59
2013,Jun,S08000026,All Specialties,537,99
2013,Jul,S08000026,All Specialties,519,23
2013,Aug,S08000026,All Specialties,625,34
2013,Sep,S08000026,All Specialties,531,21
2013,Oct,S08000026,All Specialties,558,27
2013,Nov,S08000026,All Specialties,516,18
2013,Dec,S08000026,All Specialties,397,12
2014,Jan,S08000026,All Specialties,481,14
2014,Feb,S08000026,All Specialties,614,31
2014,Mar,S08000026,All Specialties,450,18
2014,Apr,S08000026,All Specialties,445,23
2014,May,S08000026,All Specialties,509,32
2014,Jun,S08000026,All Specialties,462,15
2014,Jul,S08000026,All Specialties,523,30
2014,Aug,S08000026,All Specialties,567,33
2014,Sep,S08000026,All Specialties,362,21
2014,Oct,S08000026,All Specialties,535,33
